Salt Smiles,Cation Heavy Atoms,Tanimoto Similarity Score,Molecular Relative,Anion,predicted cpt,predicted density,calculated cpt,calculated density,"% error, cpt","% error, density",Round,Series,Category,"kde, density","kde, cpt","kde, multivariate"
CCCn1c[n+](C)c(Cl)c1C(=O)OC(O)Cl.N#C[C-](C#N)C#N,16,0.5236220472440944,1-butyl-3-methylimidazolium,tricyanomethane,544.85,1402.7,450.68,1305.27,20.9,7.46,1,2,Imidazolium,1.7926576670457446,0.9576274087169588,2.028296397624593
CCCn1cc[n+](COC)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,12,0.6534653465346535,1-butyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,531.84,1412.09,590.93,1416.63,10.0,0.32,1,2,Imidazolium,1.9561737490563995,1.394716002831504,2.0230691357112858
C#Cc1cc[n+](CCC(N)NC)cc1C.CCOS(=O)(=O)[O-],15,0.6307692307692307,1-butyl-2-methylpyridinium,ethylsulfate,369.79,1353.96,644.28,1198.51,42.6,12.97,1,2,Pyridinium,3.0523609612493967,1.8869877653994416,2.1749587199486093
CCN1C=C[N+](O)=C1.O=S(=O)([O-])C(F)(F)F,8,0.6074074074074074,1-ethyl-3-methylimidazolium,trifluoromethanesulfonate,309.09,1446.07,344.0,1451.72,10.15,0.39,1,2,Imidazolium,1.2042704103290027,1.0659129066867223,1.8960159366498563
CC[n+]1ccccc1C(N)(N)COC(Cl)CN.CC(=O)[O-],17,0.5508474576271186,1-ethyl-2-methylpyridinium,acetate,447.38,1409.46,625.84,1223.57,28.52,15.19,1,2,Pyridinium,1.9485936492300104,0.3898248910878256,2.1961541359583316
Cc1c(S)[n+](O)c(C)n1CS.O=C([O-])[C@@H]1CCCN1,11,0.5081967213114754,1-butyl-3-methylimidazolium,L-prolinate,513.53,1434.55,475.84,1250.77,7.92,14.69,1,2,Imidazolium,3.4169245562144064,1.0985917854509049,2.1120732055225524
CNC(C=C=O)Cn1cc[n+](C)c1.[Cl-],13,0.6770833333333334,1-butyl-3-methylimidazolium,chloride,288.49,1436.54,379.27,1202.63,23.94,19.45,1,2,Imidazolium,3.147043743295908,0.3608222963898517,1.769393135044833
C=Nc1cccc(C)[n+]1CS.[Cl-],11,0.5789473684210527,1-ethyl-2-methylpyridinium,chloride,437.39,1449.38,297.3,1235.97,47.12,17.27,1,2,Pyridinium,1.0108249712644608,0.7690160476416327,2.1972752422507176
CC(O)CCc1n(C(N)(C(C)P)C(C)Cl)cc[n+]1C.[Br-],19,0.5198412698412699,1-isobutyl-3-methylimidazolium,bromide,520.15,1411.58,539.76,1243.25,3.63,13.54,1,2,Imidazolium,1.9556443306658475,1.1704055750180322,2.0230691357112858
CCc1c(S(=O)O)cc(C#N)c[n+]1P.O=[N+]([O-])[O-],14,0.5238095238095238,1-butyl-3-methylimidazolium,nitrate,477.52,1499.21,378.1,1403.36,26.29,6.83,1,2,Imidazolium,0.9495688052352196,0.4538146853252204,2.120204095740201
C=CN(C)[n+]1ccn(CC(N)C#CN)c1.CCOS(=O)(=O)[O-],15,0.5837104072398189,1-butyl-3-methylimidazolium,ethylsulfate,382.18,1411.07,551.41,1272.17,30.69,10.92,1,2,Imidazolium,1.9554593361348935,1.7509110790286182,2.2049669922040507
Cc1cc(C=C=O)c[n+](CC(Cl)CO)c1.N#C[C-](C#N)C#N,15,0.5700483091787439,1-butyl-2-methylpyridinium,tricyanomethane,502.93,1409.51,439.13,1219.75,14.53,15.56,1,2,Pyridinium,1.9485936492300104,1.6043904438220438,2.126138123108812
CCCCC(N)C[n+]1ccc(C#N)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15,0.8,1-hexyl-4-cyanopyridinium,bis[(trifluoromethyl)sulfonyl]imide,537.56,1430.71,639.37,1401.76,15.92,2.07,1,2,Pyridinium,3.3713264076458382,1.2709128441404416,2.011208718753009
C[n+]1ccn(CC(N)N)c1.COS(=O)(=O)[O-],10,0.7557251908396947,1-ethyl-3-methylimidazolium,methylsulfate,346.77,1503.62,422.93,1389.29,18.01,8.23,1,2,Imidazolium,1.3334266048265409,0.4141198038772079,1.9689479082791663
CC(S)CCc1n(C)cc(NC#N)[n+]1CCN.CS(=O)(=O)[O-],17,0.5222672064777328,1-butyl-3-methylimidazolium,methanesulfonate,579.91,1248.66,515.83,1250.81,12.42,0.17,1,2,Imidazolium,2.020205388167867,0.4333763507990212,1.9141176773133968
CCCCC(O)CCC(Cl)[n+]1ccccc1P.CC(=O)[O-],17,0.55,1-ethyl-2-methylpyridinium,acetate,459.34,1399.22,606.44,1126.31,24.26,24.23,1,2,Pyridinium,1.843850271619206,0.5489873583149751,2.2032817892258496
CCC(C)C(C)n1cc[n+](CN=N)c1CCl.N#C[N-]C#N,16,0.5469387755102041,1-butyl-3-methylimidazolium,dicyanamide,528.17,1185.01,507.04,1129.85,4.17,4.88,1,2,Imidazolium,2.5196391807117524,1.3778102664387113,2.020526323310816
CCCC(CC)CCC(S)[n+]1ccc(O)c(C)c1.N[C@@H](CO)C(=O)[O-],18,0.5884353741496599,N-octyl-3-methylpyridinium,L-serinate,450.89,1147.68,673.37,1091.12,33.04,5.18,1,2,Pyridinium,1.8100792932822491,0.3944215635379021,2.171230716080704
CCCCC(C[N+](C)(C)CC)OC(C)=O.N#C[S-],15,0.5,"N,N,N-triethyldodecan-1-aminium",thiocyanate,777.46,1103.91,703.33,974.76,10.54,13.25,1,2,Aminium,2.2948987962435075,0.26932444696649865,1.3651749786280032
CCCc1c(NC(C)=O)n(CCC#N)c[n+]1CCO.N#C[N-]C#N,19,0.5317460317460317,1-butyl-3-methylimidazolium,dicyanamide,1013.93,1089.75,569.82,1149.89,77.94,5.23,1,2,Imidazolium,2.6509620190058185,0.11631710390453162,1.1568997350071268
CCc1c(S)[n+](CCOCl)c(CCCCF)n1C.N#C[S-],18,0.5277777777777778,1-butyl-3-methylimidazolium,thiocyanate,677.38,1142.95,500.78,1206.33,35.26,5.25,1,2,Imidazolium,2.470803585462252,0.14405118582363666,1.6018829967849462
CCCCc1cc(C)c[n+](C)c1[SH]=NC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15,0.5185185185185185,1-ethyl-2-methylpyridinium,bis(trifluoromethylsulfonyl)imide,575.99,1281.68,627.08,1372.14,8.15,6.59,1,2,Pyridinium,3.6102348797009856,0.5742869793987809,1.9209078278857064
CSC[NH+](C)SC=CP.CC(=O)[O-],9,0.4878048780487805,"1,2-diethylpyridinium",acetate,508.02,1382.74,382.92,1209.25,32.67,14.35,1,2,Pyridinium,2.062712086840426,1.3655459805350554,2.1432638367065633
CCCCCN=NCC[NH+]=C(N(C)CS)N(C)NF.NCCS(=O)(=O)[O-],19,0.4881889763779528,triethyloctylammonium,2-aminoethanesulfonate,938.09,1183.31,722.53,1198.94,29.83,1.3,1,2,Ammonium,2.3430450657754127,0.07159291523185451,1.2278471911401785
CCCCNc1c(P)n(PC#N)c[n+]1C.C[C@@H](O)[C@H](N)C(=O)[O-],15,0.5241935483870968,1-butyl-3-methylimidazolium,L-threoninate,473.65,1183.22,560.37,1198.33,15.48,1.26,1,2,Imidazolium,2.3365843926005403,0.6213634218068377,2.203100990280543
CCC(C(O)OC(N)=O)[N+](C)(C)Cl.N[C@@H](CO)C(=O)[O-],13,0.4836065573770492,1-ethylpyridinium,L-serinate,468.78,1309.25,544.63,1351.82,13.93,3.15,1,2,Pyridinium,0.9884899388433096,0.7410001486412529,2.2403273642640706
CCCCC(CCC)C1CCC(N=C=O)(C(C)=O)[NH2+]1.CC(=O)[O-],19,0.512,1-ethylpyridinium,acetate,896.28,1127.69,663.09,1014.03,35.17,11.21,1,2,Pyridinium,2.002802681971624,0.3160988170824422,1.2186961315368867
CCn1c[n+](CF)c(CCC(N)P)c1NN.N[C@@H](CS)C(=O)[O-],16,0.5301204819277109,1-butyl-3-methylimidazolium,L-cysteinate,625.76,1147.09,680.51,1290.2,8.05,11.09,1,2,Imidazolium,1.928952303932944,0.7603526094558325,1.729680962925511
CCCCC[n+]1cc(O)c(C(=O)CS)c(CC)c1.O=[N+]([O-])[O-],18,0.5103734439834025,1-butyl-2-methylpyridinium,nitrate,615.0,1283.32,560.09,1178.12,9.8,8.93,1,2,Pyridinium,3.3876774976150297,0.7472861273334843,1.7815631745881717
CC(P)[n+]1ccn(C)c1.N[C@@H](CS)C(=O)[O-],9,0.7279411764705882,1-ethyl-3-methylimidazolium,L-cysteinate,449.07,1275.47,458.35,1236.63,2.02,3.14,1,2,Imidazolium,3.3383413828064312,0.3921932551185871,2.2412708007049083
COCC[N+]1(C)CC(O)CC1CC(C)(N)F.O=C([O-])[C@@H]1CCCN1,16,0.5,triethyloctylammonium,L-prolinate,813.29,1152.79,704.17,1179.65,15.5,2.28,1,2,Ammonium,1.1872015398057707,0.03819226549333196,1.3841497217737178
C=C(N=O)Sn1cc[n+](C)c1CCOC.NCCCC[C@H](N)C(=O)[O-],15,0.5263157894736842,1-butyl-3-methylimidazolium,L-lysinate,651.17,1263.67,654.95,1176.55,0.58,7.4,1,2,Imidazolium,0.9037075991441404,0.8792117459676032,1.779088603213118
Cc1cc(S)c[n+](CCCCCCCS)c1.O=[N+]([O-])[O-],16,0.6920000000000001,N-octyl-3-methylpyridinium,nitrate,537.41,1226.62,515.65,1162.42,4.22,5.52,1,2,Pyridinium,3.8184037872948697,1.275608336679008,2.039395197907156
CCOCCC(C[P+](CC)(CC)CC)(N=O)C(=N)N.CC(=O)[O-],19,0.512,triethyloctylammonium,acetate,722.42,1144.29,713.86,1061.2,1.2,7.83,1,2,Ammonium,2.377571317893086,0.2940046091589321,1.4844720026568197
O=C(OS)c1cc[n+](P)cc1.N#CN=C=[N-],11,0.5357142857142857,1-ethylpyridinium,dicyanoazanide,487.43,1354.91,304.57,1366.06,60.04,0.82,1,2,Pyridinium,3.4064737917047943,0.4798615830579389,2.1519116976374364
C=CC[NH+](CC(=C)OCCCCC)CS(N)(=O)=O.O=C([O-])[C@@H]1CCCN1,18,0.5,1-ethylpyridinium,L-prolinate,863.02,1116.34,713.57,1152.0,20.94,3.1,1,2,Pyridinium,1.763542255378787,0.10777699803421824,1.2868782551596092
CCCC[n+]1ccc(N(C)C)c(c1).CCCCCCCCOS(=O)(=O)[O-],13,0.6510067114093959,1-butylpyridinium,octyl sulfate,723.15,1040.74,757.38,1039.17,4.52,0.15,1,2,Pyridinium,2.906157903106976,0.2965589165974627,1.428415051571108
CCCC[n+]1cc[nH]c1.C[C@@H](O)[C@H](N)C(=O)[O-],9,0.8208955223880597,1-butyl-3-methylimidazolium,L-threoninate,543.35,1092.7,477.85,1106.75,13.71,1.27,1,2,Imidazolium,3.6758675109255,1.018595283903615,1.9325112309080472
CCC(O)CC(CC)(N=C=S)C(O[NH3+])SF.CC(=O)[O-],16,0.5102880658436214,1-butyl-3-methylimidazolium,acetate,712.84,1271.44,500.21,1176.98,42.51,8.03,1,2,Imidazolium,2.2023790675962465,0.2898783448891523,1.5185696588109638
CCCCCc1cn(CC(C)CC)c(C)[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,17,0.5491803278688525,1-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide,681.9,1258.19,775.88,1240.93,12.11,1.39,1,2,Imidazolium,1.1759317709784636,0.1570392862959372,1.6414070714605489
CN(CS)O[NH3+].NCCCC[C@H](N)C(=O)[O-],6,0.3968253968253968,2-octylisoquinolinium,L-lysinate,498.85,1273.46,556.07,1198.56,10.29,6.25,1,2,Quinolinium,2.7873622709574124,1.483304528282284,2.163193150633381
Cc1cc(F)[n+](C(C)O)c(P)c1.[Cl-],12,0.5347826086956522,1-ethyl-2-methylpyridinium,chloride,445.02,1250.4,305.68,1275.56,45.58,1.97,1,2,Pyridinium,2.003745344423318,0.3858734968904672,2.2364023947306326
CCCCCCCCCCn1cc[n+](P)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,16,0.6918604651162791,1-butyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,749.73,1334.89,723.33,1291.31,3.65,3.37,1,2,Imidazolium,0.8567424854573759,0.5062177254303661,1.5203957971728224
CCCCn1cc[n+](CCCCCCONO)c1.CC(=O)[O-],18,0.8121212121212121,1-butyl-3-methylimidazolium,acetate,1010.26,1049.74,608.87,1059.24,65.92,0.9,2,1,Imidazolium,1.9956425230078798,0.1381600946064792,1.1492817859024778
CCCCCC(CCCC)Cn1cc[n+](CN)c1.N#C[C-](C#N)C#N,18,0.7362637362637363,1-butyl-3-methylimidazolium,tricyanomethane,952.92,959.32,653.08,995.89,45.91,3.67,2,1,Imidazolium,0.3469846540377449,0.047923932182020616,1.1707642878922166
CCC(CC)CCCCCCCn1cc[n+](S)c1N.CCCCCCCCOS(=O)(=O)[O-],19,0.6237623762376238,1-butyl-3-methylimidazolium,octyl sulfate,990.99,997.82,953.28,1030.46,3.96,3.17,2,1,Imidazolium,0.7231622774216991,0.2421283334732989,1.1371908010354814
Cc1cc[n+](CCCCCCCCCCCP)cc1.NCCS(=O)(=O)[O-],19,0.8848920863309353,1-butyl-2-methylpyridinium,2-aminoethanesulfonate,971.82,1065.0,739.63,1072.17,31.39,0.67,2,1,Pyridinium,3.2761977975860543,0.1378785912179286,1.1524457724552652
Cc1ccc[n+](CCCCCCCCCCCP)c1.NCCS(=O)(=O)[O-],19,0.956043956043956,N-octyl-3-methylpyridinium,2-aminoethanesulfonate,986.73,1068.57,836.29,1076.03,17.99,0.69,2,1,Pyridinium,2.937684890724828,0.2213037054894383,1.1524457724552652
CCCCCCCCCCn1c[n+](C)cc1NO.O=C([O-])[C@@H]1CCCN1,18,0.6442307692307693,1-butyl-3-methylimidazolium,L-prolinate,1002.54,1037.63,819.82,1026.11,22.29,1.12,2,1,Imidazolium,3.285929533650425,0.2021650525871514,1.1476463077076458
CCCCCCCCCCn1cc[n+](SS)c1N.CCCCCCCCOS(=O)(=O)[O-],18,0.6046511627906976,1-butyl-3-methylimidazolium,octyl sulfate,988.23,1002.77,940.73,1070.04,5.05,6.29,2,1,Imidazolium,1.6432850696169667,0.2308981800777469,1.1390013778898291
CCCCCCCC[n+]1cccc(C)c1CCC.CCCCCCCCOS(=O)(=O)[O-],18,0.6029850746268657,"1,2-diethylpyridinium",octyl sulfate,919.53,1007.25,1031.34,969.5,10.84,3.89,2,1,Pyridinium,2.661997183892118,0.2670212447056636,1.1887349976492718
CCCCCCCC[n+]1cccc(CF)c1.CCCCCCCCOS(=O)(=O)[O-],16,0.7909090909090909,N-octyl-3-methylpyridinium,octyl sulfate,1032.11,1059.73,818.43,1018.95,26.11,4.0,2,1,Pyridinium,3.2761762623504715,0.0591270902936008,1.1508821606106079
CCCc1n(C)c(CC)c[n+]1C(N)C(C)C.N#C[N-]C#N,16,0.5236220472440944,1-butyl-3-methylimidazolium,dicyanamide,985.38,1083.23,522.1,1011.91,88.73,7.05,2,1,Imidazolium,1.1039113265237124,0.21376846447835368,1.1554561663787346
CCCCC(CC)(CCC)CC[N+]1=C(S)CCC1.N[C@@H](CO)C(=O)[O-],18,0.5132743362831859,"N,N,N-triethyldodecan-1-aminium",L-serinate,1013.98,1040.46,783.03,1015.28,29.49,2.48,2,1,Aminium,2.9492259781912487,0.113247534065389,1.1476463077076458
CCC(CCP)C(SCC(C)CCCN)N([NH3+])O.NCCCC[C@H](N)C(=O)[O-],18,0.509009009009009,1-butyl-3-methylimidazolium,L-lysinate,945.94,992.99,886.71,1072.22,6.68,7.39,2,1,Imidazolium,0.6576447362018932,0.05018538152042335,1.1837394489445905
CCCC([NH3+])C(C)(CCC)N(N=N)C(C)=O.[Cl-],16,0.5079365079365079,1-ethylpyridinium,chloride,1048.13,1046.05,460.58,1018.01,127.57,2.75,2,1,Pyridinium,1.9942854613552743,0.09980895079692002,1.109198933478939
CCCCC(CC)(CCC)CC[N+]1=C(S)CCC1.N[C@@H](CO)C(=O)[O-],18,0.5132743362831859,"N,N,N-triethyldodecan-1-aminium",L-serinate,1013.98,1040.46,713.49,1015.79,42.12,2.43,2,1,Aminium,2.9492259781912487,0.113247534065389,1.1476463077076458
CCC(CCCCCCCCCl)n1cc[n+](C)c1.NCCCC[C@H](N)C(=O)[O-],18,0.7486033519553073,1-butyl-3-methylimidazolium,L-lysinate,984.56,1059.49,819.28,1030.0,20.17,2.86,2,1,Imidazolium,3.2503809170062743,0.2075301864219454,1.1508821606106079
CCCCCC[n+]1ccn(C(N)(CC)CCC)c1.C[C@@H](O)[C@H](N)C(=O)[O-],18,0.6146788990825688,1-butyl-3-methylimidazolium,L-threoninate,1020.5,1064.97,752.0,1006.06,35.7,5.86,2,1,Imidazolium,3.281748780180298,0.08693962483145236,1.1524457724552652
CCC(CCCS)[n+]1cc[nH]c1.CS(=O)(=O)[O-],12,0.6878612716763006,1-butyl-3-methylimidazolium,methanesulfonate,906.21,1004.25,445.29,1210.55,103.51,17.04,2,1,Imidazolium,2.034591175359667,0.3698539924784134,1.1862535391740918
CCCCCC[n+]1c(N=N)c(PCC)n(C)c1C.O=C([O-])[C@@H]1CCCN1,18,0.5275590551181102,1-butyl-3-methylimidazolium,L-prolinate,948.19,1041.23,739.93,1053.78,28.15,1.19,2,1,Imidazolium,2.8176761887272046,0.04705529683906457,1.1982856831676043
CCCC(S)C[n+]1cc[nH]c1.CS(=O)(=O)[O-],11,0.6744186046511628,1-butyl-3-methylimidazolium,methanesulfonate,964.47,1022.89,411.16,1237.06,134.57,17.31,2,1,Imidazolium,1.1719561422587028,0.09855745557674593,1.1442767539254075
CCCCC(CC)(CCC)CC[N+]1=C(S)CCC1.N#C[S-],18,0.5132743362831859,"N,N,N-triethyldodecan-1-aminium",thiocyanate,972.67,1020.45,600.75,982.07,61.91,3.91,2,1,Aminium,1.1538368714859646,0.1421878004047124,1.1425460638590537
CCCCC(CCC)[n+]1cc[nH]c1.O=S(=O)([O-])C(F)(F)F,13,0.6900584795321637,1-butyl-3-methylimidazolium,trifluoromethanesulfonate,973.49,1070.81,503.5,1185.52,93.34,9.68,2,1,Imidazolium,2.53090228360498,0.14539492234450646,1.1539709807286325
CCCCCCC(NF)[N+](C)(CCCl)CCCC.NCCCC[C@H](N)C(=O)[O-],18,0.5041322314049587,triethyloctylammonium,L-lysinate,965.78,1043.6,815.53,1047.84,18.42,0.4,2,1,Ammonium,2.3792792896786463,0.1066101442589382,1.1476463077076458
CCCCc1c[n+](C)c(CCC(C)CC)n1CC.NCCCC[C@H](N)C(=O)[O-],18,0.5365853658536586,1-butyl-3-methylimidazolium,L-lysinate,944.87,1007.12,813.79,964.08,16.11,4.46,2,1,Imidazolium,2.653091516656176,0.05262682668185627,1.1887349976492718
CCCNC(=[NH+]C(Cl)CC)N(C)CSCCC.O=[N+]([O-])[O-],17,0.5,triethyloctylammonium,nitrate,1024.82,1069.57,572.38,1123.9,79.05,4.83,2,1,Ammonium,2.7806050082367406,0.07408848807936783,1.1524457724552652
CCCC(C)CC[NH+](C)C=N.COP(=O)([O-])OC,11,0.6266666666666667,"N,N,N-triethyldodecan-1-aminium",dimethylphosphate,992.26,1086.37,520.85,1081.58,90.51,0.44,2,1,Aminium,1.506807610089857,0.24550311313632944,1.1554561663787346
CCCC(C)c1c(C)n(C(C)CC)c(N)[n+]1C(C)S.O=C([O-])[C@@H]1CCCN1,19,0.5234375,1-butyl-3-methylimidazolium,L-prolinate,1043.57,1034.41,737.63,1031.78,41.48,0.25,2,1,Imidazolium,3.1801305398848387,0.07786188864335762,1.1068904171657474
CCCCC(CC)(CCC)CC[N+]1=C(S)CCC1.N#C[S-],18,0.5132743362831859,"N,N,N-triethyldodecan-1-aminium",thiocyanate,972.67,1020.45,596.16,979.65,63.16,4.16,2,1,Aminium,1.1538368714859646,0.1421878004047124,1.1425460638590537
CCCCCC[n+]1cc(CCC)cc(C)c1CC.CCCCCCCCOS(=O)(=O)[O-],18,0.5579399141630901,1-ethyl-2-methylpyridinium,octyl sulfate,932.06,1010.91,926.97,968.88,0.55,4.34,2,1,Pyridinium,2.6911191834814363,0.11605790316868372,1.1887349976492718
CCCC(CC(C)CC)C[NH+]1C=NC(P)=C1.CS(=O)(=O)[O-],16,0.5,"N,N,N-triethyldodecan-1-aminium",methanesulfonate,1032.4,1051.09,581.04,1100.28,77.68,4.47,2,1,Aminium,2.1409072122506374,0.05887296338198032,1.1492817859024778
O=NC(F)(NC(=O)S)[n+]1cc[nH]c1.N#C[C-](C#N)C#N,13,0.5236051502145923,1-butyl-3-methylimidazolium,tricyanomethane,970.43,1040.45,348.82,1426.02,178.2,27.04,2,1,Imidazolium,2.9492259781912487,0.1312423950531895,1.1476463077076458
Cc1ccc[n+](CCCCCCCCCCCP)c1.CCCCCCCCOS(=O)(=O)[O-],19,0.956043956043956,N-octyl-3-methylpyridinium,octyl sulfate,943.63,1019.2,965.93,1001.44,2.31,1.77,3,1,Pyridinium,1.3337155629808621,0.09385426928861842,1.1911813834658622
CCCNC(=[NH+]C(F)(Cl)CC)N(C)C(S)SCCF.NCCCC[C@H](N)C(=O)[O-],19,0.5,1-ethylpyridinium,L-lysinate,997.31,1092.56,814.02,1183.97,22.52,7.72,3,1,Pyridinium,3.5895390383519845,0.23436688317666698,1.1568997350071268
CCCCC(CSCP)Cn1cc(CC)[n+](C)c1C.C[C@@H](O)[C@H](N)C(=O)[O-],19,0.5469387755102041,1-butyl-3-methylimidazolium,L-threoninate,975.7,1062.28,756.57,1067.31,28.96,0.47,3,1,Imidazolium,3.4180722950009788,0.15514595166430628,1.1524457724552652
CCC(CF)CC1=NC=C[NH+]1C(C)(CCF)CCF.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,19,0.5041322314049587,1-butyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,980.07,1003.08,735.0,1383.55,33.34,27.5,3,1,Imidazolium,1.7377342841347398,0.17625183717158438,1.1390013778898291
CCCCCC[n+]1ccccc1CCCC.C[C@@H](O)[C@H](N)C(=O)[O-],16,0.7345454545454545,"1,2-diethylpyridinium",L-threoninate,953.69,1037.79,738.71,986.44,29.1,5.21,3,1,Pyridinium,3.2614111710008857,0.07966753476971948,1.1982856831676043
CCCCCCCC[P+](CC)(CC)SC.NCCCC[C@H](N)C(=O)[O-],15,0.6666666666666666,triethyloctylammonium,L-lysinate,963.08,1004.67,858.97,970.32,12.12,3.54,3,1,Ammonium,2.151213405821638,0.10352306972024593,1.1390013778898291
CCCC(CCC)C(CC)C(CC)[n+]1cc[nH]c1.COP(=O)([O-])OC,18,0.6069651741293532,1-butyl-3-methylimidazolium,dimethylphosphate,1014.66,1073.14,685.25,1014.3,48.07,5.8,3,1,Imidazolium,2.0020206268341685,0.11355466365603872,1.1539709807286325
C[N+](C)(C)C(F)CC(C(N)=O)C(N)=O.CCCCCCCCOS(=O)(=O)[O-],14,0.5363636363636364,triethyloctylammonium,octyl sulfate,1054.28,1003.09,863.27,1192.8,22.13,15.9,3,1,Ammonium,1.7377342841347398,0.12641413754868222,1.102000891573406
CCc1cc(NO)cc(CC)[n+]1C.N#C[N-]C#N,13,0.5829383886255924,1-ethyl-2-methylpyridinium,dicyanamide,973.82,953.05,406.94,1095.3,139.3,12.99,3,1,Pyridinium,0.3424660311395329,0.14642307122020318,1.1278237488676226
CCCCCCCC[n+]1ccc(CCCC)cc1.CCCCCCCCOS(=O)(=O)[O-],18,0.7639751552795031,1-butyl-2-methylpyridinium,octyl sulfate,959.09,986.91,938.94,962.88,2.15,2.5,3,1,Pyridinium,1.055348644862691,0.08950023057748922,1.1353570139144338
C#CC(CC)C[P+](CC)(CCCC)CCCC.O=C([O-])[C@@H]1CCCN1,17,0.6781609195402298,triethyloctylammonium,L-prolinate,925.23,999.78,743.64,946.9,24.42,5.58,3,1,Ammonium,1.0026684845022789,0.2183965282375012,1.1862535391740918
C=NCC[NH+](CC(CC)C(C)CC)NC.O=C([O-])C(F)(F)F,15,0.5,triethyloctylammonium,trifluoroacetate,989.4,1041.7,634.13,1077.23,56.02,3.3,3,1,Ammonium,2.730480135478434,0.23281137790817585,1.1476463077076458
PCCCCCCCCCCC[n+]1ccccc1.C[C@@H](O)[C@H](N)C(=O)[O-],18,0.8220338983050848,1-butylpyridinium,L-threoninate,998.06,1072.36,831.64,1022.84,20.01,4.84,3,1,Pyridinium,2.2043370392413397,0.23097192544146225,1.1539709807286325
CCC(F)CC#CNC(N=O)(NC=O)[n+]1cc[nH]c1.COS(=O)(=O)[O-],19,0.5042016806722689,1-ethyl-2-methylpyridinium,methylsulfate,1002.47,1092.11,538.55,1351.53,86.14,19.19,3,1,Pyridinium,3.4609672326514853,0.20121435579296268,1.1568997350071268
CCCCC(C)CC(C)CC[NH+](C)C=N.O=S(=O)([O-])C(F)(F)F,15,0.6125,"N,N,N-triethyldodecan-1-aminium",trifluoromethanesulfonate,974.25,1029.73,593.43,1128.58,64.17,8.76,3,1,Aminium,2.379027108283203,0.14829461090769933,1.1459774011034027
CCCCC(CC)C(C)CC[NH+](C)C=N.CCCCCCCCOS(=O)(=O)[O-],15,0.6172839506172839,"N,N,N-triethyldodecan-1-aminium",octyl sulfate,995.07,966.69,875.22,981.62,13.69,1.52,3,1,Aminium,0.5181766618058282,0.24148597757546725,1.1297334052855093
CCCCON(C)C(=[NH+]C(Cl)CC)PCCCC.CCCCCCCCOS(=O)(=O)[O-],18,0.5128205128205128,1-butyl-3-methylimidazolium,octyl sulfate,999.76,1099.51,939.41,1033.22,6.42,6.42,3,1,Imidazolium,3.700495870338105,0.22107557919772186,1.1583001198690452
CCCC(CCC)CC[NH+](C)C=N.CS(=O)(=O)[O-],13,0.5949367088607594,"N,N,N-triethyldodecan-1-aminium",methanesulfonate,1037.58,951.88,516.34,1050.56,100.95,9.39,3,1,Aminium,0.32421973450996144,0.07706278462975495,1.0927649193959563
CCCCC(CC)(CCC)CC[N+]1=C(S)CCC1.CCCCCCCCOS(=O)(=O)[O-],18,0.5132743362831859,"N,N,N-triethyldodecan-1-aminium",octyl sulfate,1014.3,989.43,949.06,991.95,6.87,0.25,3,1,Aminium,0.9209945448076692,0.11557740087609117,1.1353570139144338
CCCCNC(CC(CF)CCF)[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,18,0.5837104072398189,1-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide,1006.73,1008.96,764.33,1369.65,31.71,26.33,3,1,Imidazolium,2.800405794625447,0.1642850024542806,1.140787035571317
CCCCCCCCc1cccc[n+]1CCCC.NCCCC[C@H](N)C(=O)[O-],18,0.7188612099644128,"1,2-diethylpyridinium",L-lysinate,927.93,978.32,866.73,957.33,7.06,2.19,3,1,Pyridinium,0.956660334919846,0.18876663151316464,1.1786231006580774
CCCC(C)CCC(CCC)(C(C)=O)[n+]1cc[nH]c1.NCCCC[C@H](N)C(=O)[O-],19,0.5530973451327433,1-butyl-3-methylimidazolium,L-lysinate,925.87,1017.72,944.96,982.23,2.02,3.61,3,1,Imidazolium,1.5682641368008434,0.21079642151553074,1.1911813834658622
CCCCCCCC[n+]1cccc(C)c1CCC.CCCCCCCCOS(=O)(=O)[O-],18,0.6029850746268657,"1,2-diethylpyridinium",octyl sulfate,925.43,981.36,927.66,969.42,0.24,1.23,3,1,Pyridinium,1.1261818740394651,0.21585420835306945,1.1786231006580774
CCCCCC(CCC)CC[NH+](C)C=N.COS(=O)(=O)[O-],15,0.6049382716049383,"N,N,N-triethyldodecan-1-aminium",methylsulfate,960.27,1050.25,631.25,1054.81,52.12,0.43,3,1,Aminium,2.064179922130225,0.0931816836211571,1.1492817859024778
